coreid,identifier,accessURI,thumbnailAccessURI,goodQualityAccessURI,rights,Owner,UsageTerms,WebStatement,caption,comments,providerManagedID,MetadataDate,format,associatedSpecimenReference,type,subtype,metadataLanguage
260900,http://bisque.cyverse.org/image_service/image/00-WmsPWmgVJr7CSCbxzo4wBS?resize=4000&format=jpeg,http://bisque.cyverse.org/image_service/image/00-WmsPWmgVJr7CSCbxzo4wBS?resize=4000&format=jpeg,"http://bisque.cyverse.org/image_service/image/00-WmsPWmgVJr7CSCbxzo4wBS?thumbnail=200,200",http://bisque.cyverse.org/image_service/image/00-WmsPWmgVJr7CSCbxzo4wBS?resize=1250&format=jpeg,,"University of South Carolina, A. C. Moore Herbarium (USCH)","CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)",http://creativecommons.org/licenses/by-nc/4.0/,,,urn:uuid:c6ae201a-0b37-457a-814a-a1fd1b777a3f,"2016-10-11 10:22:21",image/jpeg,http://herbarium.biol.sc.edu/floracaroliniana/collections/individual/index.php?occid=260900,StillImage,Photograph,en
260902,http://bisque.cyverse.org/image_service/image/00-KcV2XfvQTYCsYzmLNDpngN?resize=4000&format=jpeg,http://bisque.cyverse.org/image_service/image/00-KcV2XfvQTYCsYzmLNDpngN?resize=4000&format=jpeg,"http://bisque.cyverse.org/image_service/image/00-KcV2XfvQTYCsYzmLNDpngN?thumbnail=200,200",http://bisque.cyverse.org/image_service/image/00-KcV2XfvQTYCsYzmLNDpngN?resize=1250&format=jpeg,,"University of South Carolina, A. C. Moore Herbarium (USCH)","CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)",http://creativecommons.org/licenses/by-nc/4.0/,,,urn:uuid:b6c3e228-c1f6-4a58-8145-478c1fb40d7b,"2016-10-11 10:22:23",image/jpeg,http://herbarium.biol.sc.edu/floracaroliniana/collections/individual/index.php?occid=260902,StillImage,Photograph,en
260903,http://bisque.cyverse.org/image_service/image/00-uQ4VbqsLoNuLkMchg4tJeP?resize=4000&format=jpeg,http://bisque.cyverse.org/image_service/image/00-uQ4VbqsLoNuLkMchg4tJeP?resize=4000&format=jpeg,"http://bisque.cyverse.org/image_service/image/00-uQ4VbqsLoNuLkMchg4tJeP?thumbnail=200,200",http://bisque.cyverse.org/image_service/image/00-uQ4VbqsLoNuLkMchg4tJeP?resize=1250&format=jpeg,,"University of South Carolina, A. C. Moore Herbarium (USCH)","CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)",http://creativecommons.org/licenses/by-nc/4.0/,,,urn:uuid:7fdef780-9787-4964-9c8c-8dbfccd083c3,"2016-10-11 10:22:26",image/jpeg,http://herbarium.biol.sc.edu/floracaroliniana/collections/individual/index.php?occid=260903,StillImage,Photograph,en
260904,http://bisque.cyverse.org/image_service/image/00-CAcb5fMLkmGsCvfJpVnSmR?resize=4000&format=jpeg,http://bisque.cyverse.org/image_service/image/00-CAcb5fMLkmGsCvfJpVnSmR?resize=4000&format=jpeg,"http://bisque.cyverse.org/image_service/image/00-CAcb5fMLkmGsCvfJpVnSmR?thumbnail=200,200",http://bisque.cyverse.org/image_service/image/00-CAcb5fMLkmGsCvfJpVnSmR?resize=1250&format=jpeg,,"University of South Carolina, A. C. Moore Herbarium (USCH)","CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)",http://creativecommons.org/licenses/by-nc/4.0/,,,urn:uuid:21230138-eb1b-4626-99d1-c2cca36f7b19,"2016-10-11 10:22:28",image/jpeg,http://herbarium.biol.sc.edu/floracaroliniana/collections/individual/index.php?occid=260904,StillImage,Photograph,en
260905,http://bisque.cyverse.org/image_service/image/00-kECmjj4NJt53X9p9Bxckjj?resize=4000&format=jpeg,http://bisque.cyverse.org/image_service/image/00-kECmjj4NJt53X9p9Bxckjj?resize=4000&format=jpeg,"http://bisque.cyverse.org/image_service/image/00-kECmjj4NJt53X9p9Bxckjj?thumbnail=200,200",http://bisque.cyverse.org/image_service/image/00-kECmjj4NJt53X9p9Bxckjj?resize=1250&format=jpeg,,"University of South Carolina, A. C. Moore Herbarium (USCH)","CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)",http://creativecommons.org/licenses/by-nc/4.0/,,,urn:uuid:a35ff0ea-af03-4f77-98ba-8bf703abb719,"2016-10-11 10:22:29",image/jpeg,http://herbarium.biol.sc.edu/floracaroliniana/collections/individual/index.php?occid=260905,StillImage,Photograph,en
260907,http://bisque.cyverse.org/image_service/image/00-CmJ5xaPLJHSvP6vLeRxkQT?resize=4000&format=jpeg,http://bisque.cyverse.org/image_service/image/00-CmJ5xaPLJHSvP6vLeRxkQT?resize=4000&format=jpeg,"http://bisque.cyverse.org/image_service/image/00-CmJ5xaPLJHSvP6vLeRxkQT?thumbnail=200,200",http://bisque.cyverse.org/image_service/image/00-CmJ5xaPLJHSvP6vLeRxkQT?resize=1250&format=jpeg,,"University of South Carolina, A. C. Moore Herbarium (USCH)","CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)",http://creativecommons.org/licenses/by-nc/4.0/,,,urn:uuid:336b549f-951a-4b19-a053-320bfd34550a,"2016-10-11 10:22:31",image/jpeg,http://herbarium.biol.sc.edu/floracaroliniana/collections/individual/index.php?occid=260907,StillImage,Photograph,en
260906,http://bisque.cyverse.org/image_service/image/00-ReuUnCXVn93CCec6uuuqZX?resize=4000&format=jpeg,http://bisque.cyverse.org/image_service/image/00-ReuUnCXVn93CCec6uuuqZX?resize=4000&format=jpeg,"http://bisque.cyverse.org/image_service/image/00-ReuUnCXVn93CCec6uuuqZX?thumbnail=200,200",http://bisque.cyverse.org/image_service/image/00-ReuUnCXVn93CCec6uuuqZX?resize=1250&format=jpeg,,"University of South Carolina, A. C. Moore Herbarium (USCH)","CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)",http://creativecommons.org/licenses/by-nc/4.0/,,,urn:uuid:0a74f8de-754c-428f-9175-75bb10b1002d,"2016-10-11 10:22:33",image/jpeg,http://herbarium.biol.sc.edu/floracaroliniana/collections/individual/index.php?occid=260906,StillImage,Photograph,en
260908,http://bisque.cyverse.org/image_service/image/00-iw3rxMeqYq9hZjDw64SX2m?resize=4000&format=jpeg,http://bisque.cyverse.org/image_service/image/00-iw3rxMeqYq9hZjDw64SX2m?resize=4000&format=jpeg,"http://bisque.cyverse.org/image_service/image/00-iw3rxMeqYq9hZjDw64SX2m?thumbnail=200,200",http://bisque.cyverse.org/image_service/image/00-iw3rxMeqYq9hZjDw64SX2m?resize=1250&format=jpeg,,"University of South Carolina, A. C. Moore Herbarium (USCH)","CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)",http://creativecommons.org/licenses/by-nc/4.0/,,,urn:uuid:89e412d9-c34c-4eb8-87a5-f68cbd8cdded,"2016-10-11 10:22:35",image/jpeg,http://herbarium.biol.sc.edu/floracaroliniana/collections/individual/index.php?occid=260908,StillImage,Photograph,en
260909,http://bisque.cyverse.org/image_service/image/00-6pkkHbwDt2BErLCcvFWfFV?resize=4000&format=jpeg,http://bisque.cyverse.org/image_service/image/00-6pkkHbwDt2BErLCcvFWfFV?resize=4000&format=jpeg,"http://bisque.cyverse.org/image_service/image/00-6pkkHbwDt2BErLCcvFWfFV?thumbnail=200,200",http://bisque.cyverse.org/image_service/image/00-6pkkHbwDt2BErLCcvFWfFV?resize=1250&format=jpeg,,"University of South Carolina, A. C. Moore Herbarium (USCH)","CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)",http://creativecommons.org/licenses/by-nc/4.0/,,,urn:uuid:755ed3d3-1fd2-46f9-9964-5aa4e2a8ba01,"2016-10-11 10:22:37",image/jpeg,http://herbarium.biol.sc.edu/floracaroliniana/collections/individual/index.php?occid=260909,StillImage,Photograph,en
260862,http://bisque.cyverse.org/image_service/image/00-kSJdtXt6sRyAXVHD97Rsdf?resize=4000&format=jpeg,http://bisque.cyverse.org/image_service/image/00-kSJdtXt6sRyAXVHD97Rsdf?resize=4000&format=jpeg,"http://bisque.cyverse.org/image_service/image/00-kSJdtXt6sRyAXVHD97Rsdf?thumbnail=200,200",http://bisque.cyverse.org/image_service/image/00-kSJdtXt6sRyAXVHD97Rsdf?resize=1250&format=jpeg,,"University of South Carolina, A. C. Moore Herbarium (USCH)","CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)",http://creativecommons.org/licenses/by-nc/4.0/,,,urn:uuid:6c2d36d8-2d92-4d91-864a-3d96d53e3819,"2016-10-11 10:22:38",image/jpeg,http://herbarium.biol.sc.edu/floracaroliniana/collections/individual/index.php?occid=260862,StillImage,Photograph,en
260863,http://bisque.cyverse.org/image_service/image/00-9xX2dUZ6voSQuwULV5sAMS?resize=4000&format=jpeg,http://bisque.cyverse.org/image_service/image/00-9xX2dUZ6voSQuwULV5sAMS?resize=4000&format=jpeg,"http://bisque.cyverse.org/image_service/image/00-9xX2dUZ6voSQuwULV5sAMS?thumbnail=200,200",http://bisque.cyverse.org/image_service/image/00-9xX2dUZ6voSQuwULV5sAMS?resize=1250&format=jpeg,,"University of South Carolina, A. C. Moore Herbarium (USCH)","CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)",http://creativecommons.org/licenses/by-nc/4.0/,,,urn:uuid:6efd67ad-7dc1-49a3-be7e-8de4afc839df,"2016-10-11 10:22:39",image/jpeg,http://herbarium.biol.sc.edu/floracaroliniana/collections/individual/index.php?occid=260863,StillImage,Photograph,en
260860,http://bisque.cyverse.org/image_service/image/00-d8JjS9VvTBAkCZQjnrfrfR?resize=4000&format=jpeg,http://bisque.cyverse.org/image_service/image/00-d8JjS9VvTBAkCZQjnrfrfR?resize=4000&format=jpeg,"http://bisque.cyverse.org/image_service/image/00-d8JjS9VvTBAkCZQjnrfrfR?thumbnail=200,200",http://bisque.cyverse.org/image_service/image/00-d8JjS9VvTBAkCZQjnrfrfR?resize=1250&format=jpeg,,"University of South Carolina, A. C. Moore Herbarium (USCH)","CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)",http://creativecommons.org/licenses/by-nc/4.0/,,,urn:uuid:492d90df-05c7-44d5-9496-6c3580471533,"2016-10-11 10:22:41",image/jpeg,http://herbarium.biol.sc.edu/floracaroliniana/collections/individual/index.php?occid=260860,StillImage,Photograph,en
260861,http://bisque.cyverse.org/image_service/image/00-nm4pELXrWSL6NQ7kq2pi2J?resize=4000&format=jpeg,http://bisque.cyverse.org/image_service/image/00-nm4pELXrWSL6NQ7kq2pi2J?resize=4000&format=jpeg,"http://bisque.cyverse.org/image_service/image/00-nm4pELXrWSL6NQ7kq2pi2J?thumbnail=200,200",http://bisque.cyverse.org/image_service/image/00-nm4pELXrWSL6NQ7kq2pi2J?resize=1250&format=jpeg,,"University of South Carolina, A. C. Moore Herbarium (USCH)","CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)",http://creativecommons.org/licenses/by-nc/4.0/,,,urn:uuid:c98be519-377b-416e-92cc-ab353470dd99,"2016-10-11 10:22:42",image/jpeg,http://herbarium.biol.sc.edu/floracaroliniana/collections/individual/index.php?occid=260861,StillImage,Photograph,en
260859,http://bisque.cyverse.org/image_service/image/00-jS3s5EvTrhTii3TqZdx4AP?resize=4000&format=jpeg,http://bisque.cyverse.org/image_service/image/00-jS3s5EvTrhTii3TqZdx4AP?resize=4000&format=jpeg,"http://bisque.cyverse.org/image_service/image/00-jS3s5EvTrhTii3TqZdx4AP?thumbnail=200,200",http://bisque.cyverse.org/image_service/image/00-jS3s5EvTrhTii3TqZdx4AP?resize=1250&format=jpeg,,"University of South Carolina, A. C. Moore Herbarium (USCH)","CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)",http://creativecommons.org/licenses/by-nc/4.0/,,,urn:uuid:0443f3d0-7730-49bd-9c68-39be6c1a9afa,"2016-10-11 10:22:44",image/jpeg,http://herbarium.biol.sc.edu/floracaroliniana/collections/individual/index.php?occid=260859,StillImage,Photograph,en
3144,http://bisque.cyverse.org/image_service/image/00-jbEQLaND8f6RUfx4JxvPEk?resize=4000&format=jpeg,http://bisque.cyverse.org/image_service/image/00-jbEQLaND8f6RUfx4JxvPEk?resize=4000&format=jpeg,"http://bisque.cyverse.org/image_service/image/00-jbEQLaND8f6RUfx4JxvPEk?thumbnail=200,200",http://bisque.cyverse.org/image_service/image/00-jbEQLaND8f6RUfx4JxvPEk?resize=1250&format=jpeg,,"University of South Carolina, A. C. Moore Herbarium (USCH)","CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)",http://creativecommons.org/licenses/by-nc/4.0/,,,urn:uuid:e6abd546-9455-412f-8c8d-e685bc62071a,"2016-10-11 10:22:47",image/jpeg,http://herbarium.biol.sc.edu/floracaroliniana/collections/individual/index.php?occid=3144,StillImage,Photograph,en
4385,http://bisque.cyverse.org/image_service/image/00-kA79Nik4GSe5BXdLN8ntQ9?resize=4000&format=jpeg,http://bisque.cyverse.org/image_service/image/00-kA79Nik4GSe5BXdLN8ntQ9?resize=4000&format=jpeg,"http://bisque.cyverse.org/image_service/image/00-kA79Nik4GSe5BXdLN8ntQ9?thumbnail=200,200",http://bisque.cyverse.org/image_service/image/00-kA79Nik4GSe5BXdLN8ntQ9?resize=1250&format=jpeg,,"University of South Carolina, A. C. Moore Herbarium (USCH)","CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)",http://creativecommons.org/licenses/by-nc/4.0/,,,urn:uuid:6b0c5dea-e550-47cc-a526-7d41f2f58b56,"2016-10-11 10:22:49",image/jpeg,http://herbarium.biol.sc.edu/floracaroliniana/collections/individual/index.php?occid=4385,StillImage,Photograph,en
10775,http://bisque.cyverse.org/image_service/image/00-W2VDAFdf3wWTDCTeLeSBpY?resize=4000&format=jpeg,http://bisque.cyverse.org/image_service/image/00-W2VDAFdf3wWTDCTeLeSBpY?resize=4000&format=jpeg,"http://bisque.cyverse.org/image_service/image/00-W2VDAFdf3wWTDCTeLeSBpY?thumbnail=200,200",http://bisque.cyverse.org/image_service/image/00-W2VDAFdf3wWTDCTeLeSBpY?resize=1250&format=jpeg,,"University of South Carolina, A. C. Moore Herbarium (USCH)","CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)",http://creativecommons.org/licenses/by-nc/4.0/,,,urn:uuid:b33c75ab-865d-4933-9199-b84a7147458e,"2016-10-11 10:22:52",image/jpeg,http://herbarium.biol.sc.edu/floracaroliniana/collections/individual/index.php?occid=10775,StillImage,Photograph,en
11067,http://bisque.cyverse.org/image_service/image/00-qWnhdn6Z3wMvtfSKzKkKMK?resize=4000&format=jpeg,http://bisque.cyverse.org/image_service/image/00-qWnhdn6Z3wMvtfSKzKkKMK?resize=4000&format=jpeg,"http://bisque.cyverse.org/image_service/image/00-qWnhdn6Z3wMvtfSKzKkKMK?thumbnail=200,200",http://bisque.cyverse.org/image_service/image/00-qWnhdn6Z3wMvtfSKzKkKMK?resize=1250&format=jpeg,,"University of South Carolina, A. C. Moore Herbarium (USCH)","CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)",http://creativecommons.org/licenses/by-nc/4.0/,,,urn:uuid:db9355df-70e9-461b-8553-a9f11ea62eed,"2016-10-11 10:22:54",image/jpeg,http://herbarium.biol.sc.edu/floracaroliniana/collections/individual/index.php?occid=11067,StillImage,Photograph,en
11057,http://bisque.cyverse.org/image_service/image/00-F8VxzGMBgetQq62apDSk3g?resize=4000&format=jpeg,http://bisque.cyverse.org/image_service/image/00-F8VxzGMBgetQq62apDSk3g?resize=4000&format=jpeg,"http://bisque.cyverse.org/image_service/image/00-F8VxzGMBgetQq62apDSk3g?thumbnail=200,200",http://bisque.cyverse.org/image_service/image/00-F8VxzGMBgetQq62apDSk3g?resize=1250&format=jpeg,,"University of South Carolina, A. C. Moore Herbarium (USCH)","CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)",http://creativecommons.org/licenses/by-nc/4.0/,,,urn:uuid:7a9bf879-d25b-44ab-9e95-e1655c659076,"2016-10-11 10:22:55",image/jpeg,http://herbarium.biol.sc.edu/floracaroliniana/collections/individual/index.php?occid=11057,StillImage,Photograph,en
10917,http://bisque.cyverse.org/image_service/image/00-Eyqk5LXbbf2st2wv9dQi6J?resize=4000&format=jpeg,http://bisque.cyverse.org/image_service/image/00-Eyqk5LXbbf2st2wv9dQi6J?resize=4000&format=jpeg,"http://bisque.cyverse.org/image_service/image/00-Eyqk5LXbbf2st2wv9dQi6J?thumbnail=200,200",http://bisque.cyverse.org/image_service/image/00-Eyqk5LXbbf2st2wv9dQi6J?resize=1250&format=jpeg,,"University of South Carolina, A. C. Moore Herbarium (USCH)","CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)",http://creativecommons.org/licenses/by-nc/4.0/,,,urn:uuid:3672a721-c72d-445d-99d3-82d0dd791dbb,"2016-10-11 10:22:57",image/jpeg,http://herbarium.biol.sc.edu/floracaroliniana/collections/individual/index.php?occid=10917,StillImage,Photograph,en
2814,http://bisque.cyverse.org/image_service/image/00-apTFsTVBDUQnohaQRsfPJe?resize=4000&format=jpeg,http://bisque.cyverse.org/image_service/image/00-apTFsTVBDUQnohaQRsfPJe?resize=4000&format=jpeg,"http://bisque.cyverse.org/image_service/image/00-apTFsTVBDUQnohaQRsfPJe?thumbnail=200,200",http://bisque.cyverse.org/image_service/image/00-apTFsTVBDUQnohaQRsfPJe?resize=1250&format=jpeg,,"University of South Carolina, A. C. Moore Herbarium (USCH)","CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)",http://creativecommons.org/licenses/by-nc/4.0/,,,urn:uuid:0221c7b2-f35e-4c22-93d5-070e285435ad,"2016-10-11 10:23:00",image/jpeg,http://herbarium.biol.sc.edu/floracaroliniana/collections/individual/index.php?occid=2814,StillImage,Photograph,en
2962,http://bisque.cyverse.org/image_service/image/00-gyfqtV4rm5GSXfP8sUqLRd?resize=4000&format=jpeg,http://bisque.cyverse.org/image_service/image/00-gyfqtV4rm5GSXfP8sUqLRd?resize=4000&format=jpeg,"http://bisque.cyverse.org/image_service/image/00-gyfqtV4rm5GSXfP8sUqLRd?thumbnail=200,200",http://bisque.cyverse.org/image_service/image/00-gyfqtV4rm5GSXfP8sUqLRd?resize=1250&format=jpeg,,"University of South Carolina, A. C. Moore Herbarium (USCH)","CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)",http://creativecommons.org/licenses/by-nc/4.0/,,,urn:uuid:5781556c-50a8-4aff-b070-3df509ac9e1d,"2016-10-11 10:23:02",image/jpeg,http://herbarium.biol.sc.edu/floracaroliniana/collections/individual/index.php?occid=2962,StillImage,Photograph,en
4399,http://bisque.cyverse.org/image_service/image/00-VxwpsRFZeWRviK9ZKnWTbZ?resize=4000&format=jpeg,http://bisque.cyverse.org/image_service/image/00-VxwpsRFZeWRviK9ZKnWTbZ?resize=4000&format=jpeg,"http://bisque.cyverse.org/image_service/image/00-VxwpsRFZeWRviK9ZKnWTbZ?thumbnail=200,200",http://bisque.cyverse.org/image_service/image/00-VxwpsRFZeWRviK9ZKnWTbZ?resize=1250&format=jpeg,,"University of South Carolina, A. C. Moore Herbarium (USCH)","CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)",http://creativecommons.org/licenses/by-nc/4.0/,,,urn:uuid:7069421c-8229-4e7f-8205-beff6667b787,"2016-10-11 10:23:04",image/jpeg,http://herbarium.biol.sc.edu/floracaroliniana/collections/individual/index.php?occid=4399,StillImage,Photograph,en
2584,http://bisque.cyverse.org/image_service/image/00-84V2Hey2AwwRAELp3mbRzm?resize=4000&format=jpeg,http://bisque.cyverse.org/image_service/image/00-84V2Hey2AwwRAELp3mbRzm?resize=4000&format=jpeg,"http://bisque.cyverse.org/image_service/image/00-84V2Hey2AwwRAELp3mbRzm?thumbnail=200,200",http://bisque.cyverse.org/image_service/image/00-84V2Hey2AwwRAELp3mbRzm?resize=1250&format=jpeg,,"University of South Carolina, A. C. Moore Herbarium (USCH)","CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)",http://creativecommons.org/licenses/by-nc/4.0/,,,urn:uuid:eed0fe81-22e9-4748-80d1-8c755db51f9b,"2016-10-11 10:23:06",image/jpeg,http://herbarium.biol.sc.edu/floracaroliniana/collections/individual/index.php?occid=2584,StillImage,Photograph,en
4411,http://bisque.cyverse.org/image_service/image/00-WHF84h6Rjk5zYPwQwFbjvY?resize=4000&format=jpeg,http://bisque.cyverse.org/image_service/image/00-WHF84h6Rjk5zYPwQwFbjvY?resize=4000&format=jpeg,"http://bisque.cyverse.org/image_service/image/00-WHF84h6Rjk5zYPwQwFbjvY?thumbnail=200,200",http://bisque.cyverse.org/image_service/image/00-WHF84h6Rjk5zYPwQwFbjvY?resize=1250&format=jpeg,,"University of South Carolina, A. C. Moore Herbarium (USCH)","CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)",http://creativecommons.org/licenses/by-nc/4.0/,,,urn:uuid:4763ca45-e47e-4b65-b23e-3199a19d939c,"2016-10-11 10:23:07",image/jpeg,http://herbarium.biol.sc.edu/floracaroliniana/collections/individual/index.php?occid=4411,StillImage,Photograph,en
2968,http://bisque.cyverse.org/image_service/image/00-EhYWqRbi7gCzSBSGAeTsYh?resize=4000&format=jpeg,http://bisque.cyverse.org/image_service/image/00-EhYWqRbi7gCzSBSGAeTsYh?resize=4000&format=jpeg,"http://bisque.cyverse.org/image_service/image/00-EhYWqRbi7gCzSBSGAeTsYh?thumbnail=200,200",http://bisque.cyverse.org/image_service/image/00-EhYWqRbi7gCzSBSGAeTsYh?resize=1250&format=jpeg,,"University of South Carolina, A. C. Moore Herbarium (USCH)","CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)",http://creativecommons.org/licenses/by-nc/4.0/,,,urn:uuid:6eb642b2-7376-40e3-a27b-46118b83d512,"2016-10-11 10:23:12",image/jpeg,http://herbarium.biol.sc.edu/floracaroliniana/collections/individual/index.php?occid=2968,StillImage,Photograph,en
2840,http://bisque.cyverse.org/image_service/image/00-6ZMYpDwCV5N232eEaZsQUh?resize=4000&format=jpeg,http://bisque.cyverse.org/image_service/image/00-6ZMYpDwCV5N232eEaZsQUh?resize=4000&format=jpeg,"http://bisque.cyverse.org/image_service/image/00-6ZMYpDwCV5N232eEaZsQUh?thumbnail=200,200",http://bisque.cyverse.org/image_service/image/00-6ZMYpDwCV5N232eEaZsQUh?resize=1250&format=jpeg,,"University of South Carolina, A. C. Moore Herbarium (USCH)","CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)",http://creativecommons.org/licenses/by-nc/4.0/,,,urn:uuid:9589e270-0673-49ca-b5d7-facc08d8842d,"2016-10-11 10:23:13",image/jpeg,http://herbarium.biol.sc.edu/floracaroliniana/collections/individual/index.php?occid=2840,StillImage,Photograph,en
2970,http://bisque.cyverse.org/image_service/image/00-3J2VPrVrfyZs9YAvf35m8m?resize=4000&format=jpeg,http://bisque.cyverse.org/image_service/image/00-3J2VPrVrfyZs9YAvf35m8m?resize=4000&format=jpeg,"http://bisque.cyverse.org/image_service/image/00-3J2VPrVrfyZs9YAvf35m8m?thumbnail=200,200",http://bisque.cyverse.org/image_service/image/00-3J2VPrVrfyZs9YAvf35m8m?resize=1250&format=jpeg,,"University of South Carolina, A. C. Moore Herbarium (USCH)","CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)",http://creativecommons.org/licenses/by-nc/4.0/,,,urn:uuid:c4a6e392-4a87-4937-88b3-0981064a9622,"2016-10-11 10:23:14",image/jpeg,http://herbarium.biol.sc.edu/floracaroliniana/collections/individual/index.php?occid=2970,StillImage,Photograph,en
2848,http://bisque.cyverse.org/image_service/image/00-3J4cXfUoshJSUCq25WvSub?resize=4000&format=jpeg,http://bisque.cyverse.org/image_service/image/00-3J4cXfUoshJSUCq25WvSub?resize=4000&format=jpeg,"http://bisque.cyverse.org/image_service/image/00-3J4cXfUoshJSUCq25WvSub?thumbnail=200,200",http://bisque.cyverse.org/image_service/image/00-3J4cXfUoshJSUCq25WvSub?resize=1250&format=jpeg,,"University of South Carolina, A. C. Moore Herbarium (USCH)","CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)",http://creativecommons.org/licenses/by-nc/4.0/,,,urn:uuid:5b36cba0-0c7c-400f-b9c8-887822c81125,"2016-10-11 10:23:16",image/jpeg,http://herbarium.biol.sc.edu/floracaroliniana/collections/individual/index.php?occid=2848,StillImage,Photograph,en
2838,http://bisque.cyverse.org/image_service/image/00-nmFCBw7znuvGW2jwgNUeRa?resize=4000&format=jpeg,http://bisque.cyverse.org/image_service/image/00-nmFCBw7znuvGW2jwgNUeRa?resize=4000&format=jpeg,"http://bisque.cyverse.org/image_service/image/00-nmFCBw7znuvGW2jwgNUeRa?thumbnail=200,200",http://bisque.cyverse.org/image_service/image/00-nmFCBw7znuvGW2jwgNUeRa?resize=1250&format=jpeg,,"University of South Carolina, A. C. Moore Herbarium (USCH)","CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)",http://creativecommons.org/licenses/by-nc/4.0/,,,urn:uuid:00308b31-95b1-4a58-930c-2ec8920a86ca,"2016-10-11 10:23:18",image/jpeg,http://herbarium.biol.sc.edu/floracaroliniana/collections/individual/index.php?occid=2838,StillImage,Photograph,en
10647,http://bisque.cyverse.org/image_service/image/00-35SmxcCTeFX3psijDL4h29?resize=4000&format=jpeg,http://bisque.cyverse.org/image_service/image/00-35SmxcCTeFX3psijDL4h29?resize=4000&format=jpeg,"http://bisque.cyverse.org/image_service/image/00-35SmxcCTeFX3psijDL4h29?thumbnail=200,200",http://bisque.cyverse.org/image_service/image/00-35SmxcCTeFX3psijDL4h29?resize=1250&format=jpeg,,"University of South Carolina, A. C. Moore Herbarium (USCH)","CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)",http://creativecommons.org/licenses/by-nc/4.0/,,,urn:uuid:668e0801-8c81-442c-97bc-2edb3b4c0e7a,"2016-10-11 10:23:24",image/jpeg,http://herbarium.biol.sc.edu/floracaroliniana/collections/individual/index.php?occid=10647,StillImage,Photograph,en
11049,http://bisque.cyverse.org/image_service/image/00-4KHLbhBSVibrY5jt9exYKY?resize=4000&format=jpeg,http://bisque.cyverse.org/image_service/image/00-4KHLbhBSVibrY5jt9exYKY?resize=4000&format=jpeg,"http://bisque.cyverse.org/image_service/image/00-4KHLbhBSVibrY5jt9exYKY?thumbnail=200,200",http://bisque.cyverse.org/image_service/image/00-4KHLbhBSVibrY5jt9exYKY?resize=1250&format=jpeg,,"University of South Carolina, A. C. Moore Herbarium (USCH)","CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)",http://creativecommons.org/licenses/by-nc/4.0/,,,urn:uuid:63d8c602-8895-44d8-9f72-c9dfe5628af3,"2016-10-11 10:23:25",image/jpeg,http://herbarium.biol.sc.edu/floracaroliniana/collections/individual/index.php?occid=11049,StillImage,Photograph,en
10757,http://bisque.cyverse.org/image_service/image/00-vcsPjdtgZKNCdWG6CjYucQ?resize=4000&format=jpeg,http://bisque.cyverse.org/image_service/image/00-vcsPjdtgZKNCdWG6CjYucQ?resize=4000&format=jpeg,"http://bisque.cyverse.org/image_service/image/00-vcsPjdtgZKNCdWG6CjYucQ?thumbnail=200,200",http://bisque.cyverse.org/image_service/image/00-vcsPjdtgZKNCdWG6CjYucQ?resize=1250&format=jpeg,,"University of South Carolina, A. C. Moore Herbarium (USCH)","CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)",http://creativecommons.org/licenses/by-nc/4.0/,,,urn:uuid:4ad56df6-21cf-44ac-9fcd-7669f57edd21,"2016-10-11 10:23:27",image/jpeg,http://herbarium.biol.sc.edu/floracaroliniana/collections/individual/index.php?occid=10757,StillImage,Photograph,en
