id,institutionCode,collectionCode,ownerInstitutionCode,collectionID,basisOfRecord,occurrenceID,catalogNumber,otherCatalogNumbers,kingdom,phylum,class,order,family,scientificName,taxonID,scientificNameAuthorship,genus,specificEpithet,taxonRank,infraspecificEpithet,identifiedBy,dateIdentified,identificationReferences,identificationRemarks,taxonRemarks,identificationQualifier,typeStatus,recordedBy,recordNumber,eventDate,year,month,day,startDayOfYear,endDayOfYear,verbatimEventDate,occurrenceRemarks,habitat,fieldNumber,informationWithheld,dataGeneralizations,dynamicProperties,associatedTaxa,reproductiveCondition,establishmentMeans,lifeStage,sex,individualCount,samplingProtocol,samplingEffort,preparations,country,stateProvince,county,municipality,locality,locationRemarks,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertaintyInMeters,verbatimCoordinates,georeferencedBy,georeferenceProtocol,georeferenceSources,georeferenceVerificationStatus,georeferenceRemarks,minimumElevationInMeters,maximumElevationInMeters,minimumDepthInMeters,maximumDepthInMeters,verbatimDepth,verbatimElevation,disposition,language,recordEnteredBy,modified,rights,rightsHolder,accessRights,recordId,references
262176,USCH,HWR,,cfed3174-14e0-4cec-9fa1-45f84c4e891b,PreservedSpecimen,5e6dae2a-ff6d-11e2-9beb-001c23ce290f,HWR-0002331,102545,,,,,Rosaceae,"Crataegus galbana",32791,Beadle,Crataegus,galbana,,,"Phipps, J.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2017-04-13 10:17:16",http://creativecommons.org/licenses/by-nc/4.0/,,,urn:uuid:d8ba5a3a-dadb-4cef-94a7-3a3013407a55,http://herbarium.biol.sc.edu/floracaroliniana/collections/individual/index.php?occid=262176
262177,USCH,HWR,,cfed3174-14e0-4cec-9fa1-45f84c4e891b,PreservedSpecimen,5e6db3ac-ff6d-11e2-9beb-001c23ce290f,HWR-0002330,102648,,,,,Rosaceae,"Crataegus phaenopyrum",32975,"(L. f.) Medik.",Crataegus,phaenopyrum,,,"Phipps, J.",,,,,,,"Ravenel, H.",,,,,,,,,,May,,,,,,flowering,,,,,,,,"United States","South Carolina",,,"South Carolina",,,,,,,,,,,,,,,,,,,,,"2017-04-13 10:17:16",http://creativecommons.org/licenses/by-nc/4.0/,,,urn:uuid:1db61120-a112-4cc9-a5f9-b42922fa67a0,http://herbarium.biol.sc.edu/floracaroliniana/collections/individual/index.php?occid=262177
262178,USCH,HWR,,cfed3174-14e0-4cec-9fa1-45f84c4e891b,PreservedSpecimen,5e6db65e-ff6d-11e2-9beb-001c23ce290f,HWR-0002329,102639,,,,,Rosaceae,"Crataegus rufula",33031,Sarg.,Crataegus,rufula,,,"Phipps, J.",,,,,,,"Sargent, C.",,1882-03-20,1882,3,20,79,,,,"leaves of supposed Crataegus aestivalis T & G. Sent by Prof. Sargent - Collected by him in Texas""""",,,,,,,,,,,,,,"United States",Texas,,,Texas,,,,,,,,,,,,,,,,,,,,,"2017-04-13 10:17:16",http://creativecommons.org/licenses/by-nc/4.0/,,,urn:uuid:cca50723-9f29-477c-bcb5-f092f3e78f27,http://herbarium.biol.sc.edu/floracaroliniana/collections/individual/index.php?occid=262178
262179,USCH,HWR,,cfed3174-14e0-4cec-9fa1-45f84c4e891b,PreservedSpecimen,5e6dbbcc-ff6d-11e2-9beb-001c23ce290f,HWR-0002328,102638,,,,,Rosaceae,"Crataegus aestivalis",32605,"(Walter) Torr. & A. Gray",Crataegus,aestivalis,,,"Phipps, J.",,,,,,,"Ravenel, H.",,1875-08-31,1875,8,31,243,,,,,,,,,,,,,,,,,,,,,,"Rome, GA",,,,,,,,,,,,,,,,,,,,,"2017-04-13 10:17:16",http://creativecommons.org/licenses/by-nc/4.0/,,,urn:uuid:19bf0dc0-6725-40c7-8bb1-835fa53ce7f8,http://herbarium.biol.sc.edu/floracaroliniana/collections/individual/index.php?occid=262179
119664,USCH,HWR,,cfed3174-14e0-4cec-9fa1-45f84c4e891b,PreservedSpecimen,5e6dc112-ff6d-11e2-9beb-001c23ce290f,HWR-0002327,102637,,,,,Rosaceae,"Crataegus aestivalis",32605,"(Walter) Torr. & A. Gray",Crataegus,aestivalis,,,"Phipps, J.",,,,,,,"P., F.",,1882-09-30,1882,9,30,273,,,,"sent by F. P.""""",,,,,,,,,,,,,,"United States","South Carolina","Berkeley County",,"St. Johns",,33.142094,-80.062826,,,,,,,,,,,,,,,,,,"2017-09-01 14:14:56",http://creativecommons.org/licenses/by-nc/4.0/,,,urn:uuid:20744240-2f12-42c7-92a8-34722fb9ebcb,http://herbarium.biol.sc.edu/floracaroliniana/collections/individual/index.php?occid=119664
262180,USCH,HWR,,cfed3174-14e0-4cec-9fa1-45f84c4e891b,PreservedSpecimen,5e6fb3f0-ff6d-11e2-9beb-001c23ce290f,HWR-0002521,103792,,,,,Poaceae,"Vahlodea atropurpurea",84993,"(Wahlenb.) Fr. ex Hartm.",Vahlodea,atropurpurea,,,Macorm,,,,,,,Macorm,45,1882-08-27,1882,8,27,239,,,,,,,,,,fruiting,,,,,,,,Canada,Ontario,"York Municipality",,"Mount Albert",,,,,,,,,,,,,,,,,,,,,"2017-04-13 10:17:16",http://creativecommons.org/licenses/by-nc/4.0/,,,urn:uuid:6e56be5e-40b4-450d-afe9-51add9daf050,http://herbarium.biol.sc.edu/floracaroliniana/collections/individual/index.php?occid=262180
262181,USCH,HWR,,cfed3174-14e0-4cec-9fa1-45f84c4e891b,PreservedSpecimen,5e6fb6b6-ff6d-11e2-9beb-001c23ce290f,HWR-0002520,103793,,,,,Poaceae,"Deschampsia flexuosa",36618,"(L.) Trin.",Deschampsia,flexuosa,,,"Chase, Agnes",,,,,,,Macorm,,,1882,,,,,,,,,"field values redacted: eventDate, month, day, startDayOfYear, locality, habitat",,,,fruiting,,,,,,,,Canada,Ontario,"York Municipality",,,,,,,,,,,,,,,,,,,,,,,"2017-04-13 10:17:21",http://creativecommons.org/licenses/by-nc/4.0/,,,urn:uuid:5ba3c522-8328-4640-9f79-19c35d861310,http://herbarium.biol.sc.edu/floracaroliniana/collections/individual/index.php?occid=262181
262182,USCH,HWR,,cfed3174-14e0-4cec-9fa1-45f84c4e891b,PreservedSpecimen,5e6fb972-ff6d-11e2-9beb-001c23ce290f,HWR-0002519,103794,,,,,Urticaceae,"Urtica chamaedryoides",84795,Pursh,Urtica,chamaedryoides,,,"Chapman, Alvan",,,,,,,"Smith, J.",,,,,,,,,,,,"field values redacted: recordNumber, locality",,,,flowering,,,,,,,,"United States",Florida,"Marion County",,,,,,,,,,,,,,,,,,,,,,,"2017-04-13 10:17:21",http://creativecommons.org/licenses/by-nc/4.0/,,,urn:uuid:e3bf0666-206d-4c56-9576-17d346ab8d22,http://herbarium.biol.sc.edu/floracaroliniana/collections/individual/index.php?occid=262182
262183,USCH,HWR,,cfed3174-14e0-4cec-9fa1-45f84c4e891b,PreservedSpecimen,5e6fbc24-ff6d-11e2-9beb-001c23ce290f,HWR-0002518,103795,,,,,Urticaceae,"Boehmeria nivea",23531,"(L.) Gaudich.",Boehmeria,nivea,,,,,,,,,,"Ravenel, H.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2017-04-13 10:17:16",http://creativecommons.org/licenses/by-nc/4.0/,,,urn:uuid:2027004a-fe2f-46ea-acb6-e41d85cd70e1,http://herbarium.biol.sc.edu/floracaroliniana/collections/individual/index.php?occid=262183
262184,USCH,HWR,,cfed3174-14e0-4cec-9fa1-45f84c4e891b,PreservedSpecimen,5e6fbf08-ff6d-11e2-9beb-001c23ce290f,HWR-0002517,103796,,,,,Urticaceae,"Boehmeria cylindrica",23526,"(L.) Sw.",Boehmeria,cylindrica,,,,,,,,,,"Ravenel, H.",,,,,,,,,,"August rich low grounds",,,,,,,,,,,,,,"United States","South Carolina",,,"South Carolina",,,,,,,,,,,,,,,,,,,,,"2017-04-13 10:17:16",http://creativecommons.org/licenses/by-nc/4.0/,,,urn:uuid:ea89c7e6-c7df-4ae7-9919-5aa040010a3d,http://herbarium.biol.sc.edu/floracaroliniana/collections/individual/index.php?occid=262184
262185,USCH,HWR,,cfed3174-14e0-4cec-9fa1-45f84c4e891b,PreservedSpecimen,5e6fc1c4-ff6d-11e2-9beb-001c23ce290f,HWR-0002516,103797,,,,,Urticaceae,"Boehmeria nivea",23531,"(L.) Gaudich.",Boehmeria,nivea,,,,,,,,,,"Ravenel, H.",,,,,,,,,,cultivated,,,,,,flowering,,,,,,,,"United States","South Carolina","Aiken County",,"Aiken, SC",,,,,,,,,,,,,,,,,,,,,"2017-04-13 10:17:16",http://creativecommons.org/licenses/by-nc/4.0/,,,urn:uuid:fa800bf0-a42b-4e33-b2c7-953c4cecc4db,http://herbarium.biol.sc.edu/floracaroliniana/collections/individual/index.php?occid=262185
262186,USCH,HWR,,cfed3174-14e0-4cec-9fa1-45f84c4e891b,PreservedSpecimen,5e6fc48a-ff6d-11e2-9beb-001c23ce290f,HWR-0002522,103798,,,,,Ulmaceae,"Planera aquatica",67469,"J.F. Gmel.",Planera,aquatica,,,,,,,,,,"Ravenel, H.",,,,,,,,,,April,,,,,,flowering,,,,,,,,"United States","South Carolina","Darlington County",,"Darlington, SC",,,,,,,,,,,,,,,,,,,,,"2017-04-13 10:17:16",http://creativecommons.org/licenses/by-nc/4.0/,,,urn:uuid:2fa40e3c-cfcb-4ee8-9473-cc9d5895d34a,http://herbarium.biol.sc.edu/floracaroliniana/collections/individual/index.php?occid=262186
262187,USCH,HWR,,cfed3174-14e0-4cec-9fa1-45f84c4e891b,PreservedSpecimen,5e6fc73c-ff6d-11e2-9beb-001c23ce290f,HWR-0002526,103799,,,,,Ulmaceae,"Ulmus americana",84595,L.,Ulmus,americana,,,"Ravenel, H.",,,,,,,"Ravenel, H.",,,,,,,,,,"rich swampy grounds",,,,,,,,,,,,,,"United States","South Carolina",,,"South Carolina",,,,,,,,,,,,,,,,,,,,,"2017-04-13 10:17:16",http://creativecommons.org/licenses/by-nc/4.0/,,,urn:uuid:d385a0f2-9edc-4e22-839b-42f38c87e304,http://herbarium.biol.sc.edu/floracaroliniana/collections/individual/index.php?occid=262187
262188,USCH,HWR,,cfed3174-14e0-4cec-9fa1-45f84c4e891b,PreservedSpecimen,5e6fccaa-ff6d-11e2-9beb-001c23ce290f,HWR-0002525,103800,,,,,Ulmaceae,"Ulmus alata",84594,Michx.,Ulmus,alata,,,"Ravenel, H.",,,,,,,"Ravenel, H.",,,,,,,,,,"stiff fertile soils",,,,,,,,,,,,,,"United States","South Carolina",,,"Low Country, SC",,,,,,,,,,,,,,,,,,,,,"2017-04-13 10:17:16",http://creativecommons.org/licenses/by-nc/4.0/,,,urn:uuid:feb4e271-b4b8-46be-9ba1-68e97c3bc3eb,http://herbarium.biol.sc.edu/floracaroliniana/collections/individual/index.php?occid=262188
262189,USCH,HWR,,cfed3174-14e0-4cec-9fa1-45f84c4e891b,PreservedSpecimen,5e6fcf66-ff6d-11e2-9beb-001c23ce290f,HWR-0002524,103801,,,,,Ulmaceae,"Ulmus crassifolia",84599,Nutt.,Ulmus,crassifolia,,,"Ravenel, H.",,,,,,,,,,,,,,,,,,,,,,,flowering,,,,,,,,"United States",Louisiana,,,Louisiana,,,,,,,,,,,,,,,,,,,,,"2017-04-13 10:17:16",http://creativecommons.org/licenses/by-nc/4.0/,,,urn:uuid:e727fac5-0051-4cf6-b652-1a8b1d4a0516,http://herbarium.biol.sc.edu/floracaroliniana/collections/individual/index.php?occid=262189
262190,USCH,HWR,,cfed3174-14e0-4cec-9fa1-45f84c4e891b,PreservedSpecimen,5e6fd4d4-ff6d-11e2-9beb-001c23ce290f,HWR-0002523,103802,,,,,Ulmaceae,"Ulmus thomasii",84610,Sarg.,Ulmus,thomasii,,,,,,,,,,"Vasey, George",,,,,,,,,,,,,,,,flowering,,,,,,,,"United States","New York","Oneida County",,"Rome, NY",,,,,,,,,,,,,,,,,,,,,"2017-04-13 10:17:16",http://creativecommons.org/licenses/by-nc/4.0/,,,urn:uuid:2b51a41d-158d-460a-9a96-49f4045623cf,http://herbarium.biol.sc.edu/floracaroliniana/collections/individual/index.php?occid=262190
262191,USCH,HWR,,cfed3174-14e0-4cec-9fa1-45f84c4e891b,PreservedSpecimen,5e6ffffe-ff6d-11e2-9beb-001c23ce290f,,102647,,,,,Rosaceae,"Crataegus aestivalis",32605,"(Walter) Torr. & A. Gray",Crataegus,aestivalis,,,"Phipps, J.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2017-04-13 10:17:16",http://creativecommons.org/licenses/by-nc/4.0/,,,urn:uuid:adf995f4-d5db-415f-a426-d797741d84e7,http://herbarium.biol.sc.edu/floracaroliniana/collections/individual/index.php?occid=262191
119151,USCH,HWR,,cfed3174-14e0-4cec-9fa1-45f84c4e891b,PreservedSpecimen,5e7002b0-ff6d-11e2-9beb-001c23ce290f,HWR-0002339,102642,,,,,Rosaceae,"Crataegus viridis var. viridis",95998,L.,Crataegus,viridis,var.,viridis,"Phipps, J.",,,,,,,"Ravenel, H.",,1880-05-13,1880,5,13,134,,,,"near Aiken S.C.",,,,,,flowering,,,,,,,,"United States","South Carolina","Aiken County",,"Aiken, SC",,,,,,,,,,,,,,,,,,,,,"2017-04-13 10:17:16",http://creativecommons.org/licenses/by-nc/4.0/,,,urn:uuid:4495b675-adca-4549-84e2-a089f0fbb2db,http://herbarium.biol.sc.edu/floracaroliniana/collections/individual/index.php?occid=119151
262192,USCH,HWR,,cfed3174-14e0-4cec-9fa1-45f84c4e891b,PreservedSpecimen,5e70056c-ff6d-11e2-9beb-001c23ce290f,HWR-0002340,102641,,,,,Rosaceae,"Crataegus viridis var. viridis",95998,L.,Crataegus,viridis,var.,viridis,"Phipps, J.",,,,,,,"Ravenel, Henry S.",,,,,,,,,,,,,,,,flowering,,,,,,,,,,,,"Rome, GA",,,,,,,,,,,,,,,,,,,,,"2017-04-13 10:17:16",http://creativecommons.org/licenses/by-nc/4.0/,,,urn:uuid:2b012e14-d62b-4fa2-8eed-bb3dc8ea459d,http://herbarium.biol.sc.edu/floracaroliniana/collections/individual/index.php?occid=262192
119152,USCH,HWR,,cfed3174-14e0-4cec-9fa1-45f84c4e891b,PreservedSpecimen,5e70081e-ff6d-11e2-9beb-001c23ce290f,HWR-0002341,102640,,,,,Rosaceae,"Crataegus viridis var. viridis",95998,L.,Crataegus,viridis,var.,viridis,"Phipps, J.",,,,,,,"Ravenel, H.",,1880-04-13,1880,4,13,104,,,,"""head of Milli.... branch nean high emabnkment on R.R., new specimens of this tree sent to Sargent""",,,,,,flowering,,,,,,,,"United States","South Carolina","Aiken County",,"Aiken, SC",,,,,,,,,,,,,,,,,,,,,"2017-04-13 10:17:16",http://creativecommons.org/licenses/by-nc/4.0/,,,urn:uuid:267268b2-3789-4107-a049-c7ccb17c211d,http://herbarium.biol.sc.edu/floracaroliniana/collections/individual/index.php?occid=119152
262193,USCH,HWR,,cfed3174-14e0-4cec-9fa1-45f84c4e891b,PreservedSpecimen,5e700ada-ff6d-11e2-9beb-001c23ce290f,HWR-0002342,102649,,,,,Rosaceae,"Crataegus marshallii",32897,Egglest.,Crataegus,marshallii,,,"Phipps, J.",,,,,,,"Ravenel, H.",,,,,,,,,,,,,,,,"flowering and fruiting",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2017-04-13 10:17:16",http://creativecommons.org/licenses/by-nc/4.0/,,,urn:uuid:4a6aa9be-efb7-40cc-881b-e866e83587f3,http://herbarium.biol.sc.edu/floracaroliniana/collections/individual/index.php?occid=262193
262194,USCH,HWR,,cfed3174-14e0-4cec-9fa1-45f84c4e891b,PreservedSpecimen,5e700de6-ff6d-11e2-9beb-001c23ce290f,HWR-0002343,102658,,,,,Rosaceae,"Crataegus margarettiae",32896,Ashe,Crataegus,margarettiae,,,"Phipps, J.",,,,,,,"Mead, S.",,,,,,,,,,,,,,,,,,,,,,,,"United States",Illinois,"Hancock County",,"Augusta, IL",,,,,,,,,,,,,,,,,,,,,"2017-04-13 10:17:16",http://creativecommons.org/licenses/by-nc/4.0/,,,urn:uuid:37400d0f-177e-46f1-b2ad-3d716ad1f263,http://herbarium.biol.sc.edu/floracaroliniana/collections/individual/index.php?occid=262194
262195,USCH,HWR,,cfed3174-14e0-4cec-9fa1-45f84c4e891b,PreservedSpecimen,5e70119c-ff6d-11e2-9beb-001c23ce290f,HWR-0002344,102652,,,,,Rosaceae,"Crataegus pruinosa",32994,"(Wendl. f.) K. Koch",Crataegus,pruinosa,,,"Phipps, J.",,,,,,,"Ravenel, H.",,,,,,,,,,September,,,,,,,,,,,,,,,,,,"Rome, GA",,,,,,,,,,,,,,,,,,,,,"2017-04-13 10:17:16",http://creativecommons.org/licenses/by-nc/4.0/,,,urn:uuid:e8e71733-a1bb-452c-9f4b-9102a46a80e2,http://herbarium.biol.sc.edu/floracaroliniana/collections/individual/index.php?occid=262195
262196,USCH,HWR,,cfed3174-14e0-4cec-9fa1-45f84c4e891b,PreservedSpecimen,5e70152a-ff6d-11e2-9beb-001c23ce290f,HWR-0002345,102651,,,,,Rosaceae,"Crataegus pruinosa",32994,"(Wendl. f.) K. Koch",Crataegus,pruinosa,,,"Phipps, J.",,,,,,,"Ravenel, H.",,1871-08-31,1871,8,31,243,,,,,,,,,,,,,,,,,,,,,,"Rome, GA",,,,,,,,,,,,,,,,,,,,,"2017-04-13 10:17:16",http://creativecommons.org/licenses/by-nc/4.0/,,,urn:uuid:24410c6a-92d6-43ed-8865-097489354ef9,http://herbarium.biol.sc.edu/floracaroliniana/collections/individual/index.php?occid=262196
262197,USCH,HWR,,cfed3174-14e0-4cec-9fa1-45f84c4e891b,PreservedSpecimen,5e70194e-ff6d-11e2-9beb-001c23ce290f,HWR-0002346,102643,,,,,Rosaceae,"Crataegus spathulata",33060,Michx.,Crataegus,spathulata,,,"Palmer, E.",,,,,,,"Ravenel, H.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2017-04-13 10:17:16",http://creativecommons.org/licenses/by-nc/4.0/,,,urn:uuid:ba6b8bc6-f34c-452b-a9e1-6ee6e479ce1e,http://herbarium.biol.sc.edu/floracaroliniana/collections/individual/index.php?occid=262197
257412,USCH,HWR,,cfed3174-14e0-4cec-9fa1-45f84c4e891b,PreservedSpecimen,5e703ec4-ff6d-11e2-9beb-001c23ce290f,USCH0000041,100632,,,,,Aquifoliaceae,"Ilex amelanchier",49690,"M.A. Curtis ex Chapm.",Ilex,amelanchier,,,"Curtis, Moses",,,,,,Isolectotype,"Curtis, Moses",,,1851,,,,,,,,,"field values redacted: eventDate, month, day, startDayOfYear, locality, habitat",,,,,,,,,,,,"United States","South Carolina","Darlington County",,,,,,,,,,,,,,,,,,,,,,,"2017-04-13 10:17:21",http://creativecommons.org/licenses/by-nc/4.0/,,,urn:uuid:de5d61e3-0ac2-4620-a439-f9779b0755cb,http://herbarium.biol.sc.edu/floracaroliniana/collections/individual/index.php?occid=257412
262198,USCH,HWR,,cfed3174-14e0-4cec-9fa1-45f84c4e891b,PreservedSpecimen,5e70a8fa-ff6d-11e2-9beb-001c23ce290f,HWR-0002347,102636,,,,,Rosaceae,"Crataegus spathulata",33060,Michx.,Crataegus,spathulata,,,"Phipps, J.",,,,,,,"Ravenel, H.",,,,,,,,,,"October Near Columbia, SC - Sand Hills 6-8 miles north",,,,,,,,,,,,,,"United States","South Carolina","Richland County",,"Columbia, SC",,,,,,,,,,,,,,,,,,,,,"2017-04-13 10:17:16",http://creativecommons.org/licenses/by-nc/4.0/,,,urn:uuid:8611a5e2-a754-40a7-b849-9ce5c48b9962,http://herbarium.biol.sc.edu/floracaroliniana/collections/individual/index.php?occid=262198
262199,USCH,HWR,,cfed3174-14e0-4cec-9fa1-45f84c4e891b,PreservedSpecimen,5e70aba2-ff6d-11e2-9beb-001c23ce290f,HWR-0002348,102644,,,,,Rosaceae,"Crataegus spathulata",33060,Michx.,Crataegus,spathulata,,,"Phipps, J.",,,,,,,"Ravenel, H.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2017-04-13 10:17:16",http://creativecommons.org/licenses/by-nc/4.0/,,,urn:uuid:52fd1f86-0b7d-49d1-aafa-5f8a6026550b,http://herbarium.biol.sc.edu/floracaroliniana/collections/individual/index.php?occid=262199
262200,USCH,HWR,,cfed3174-14e0-4cec-9fa1-45f84c4e891b,PreservedSpecimen,5e70ae54-ff6d-11e2-9beb-001c23ce290f,HWR-0002349,102539,,,,,Rosaceae,"Crataegus calpodendron",32673,"(Ehrh.) Medik.",Crataegus,calpodendron,,,"Phipps, J.",,,,,,,"Ravenel, H.",,1871-08-31,1871,8,31,243,,,,,,,,,,fruiting,,,,,,,,,,,,"Rome, GA",,,,,,,,,,,,,,,,,,,,,"2017-04-13 10:17:16",http://creativecommons.org/licenses/by-nc/4.0/,,,urn:uuid:8b8644f7-e0cf-4fb6-aa41-6c8da4625208,http://herbarium.biol.sc.edu/floracaroliniana/collections/individual/index.php?occid=262200
262201,USCH,HWR,,cfed3174-14e0-4cec-9fa1-45f84c4e891b,PreservedSpecimen,5e70b0fc-ff6d-11e2-9beb-001c23ce290f,HWR-0002350,102541,,,,,Rosaceae,"Crataegus calpodendron",32673,"(Ehrh.) Medik.",Crataegus,calpodendron,,,"Phipps, J.",,,,,,,"Ravenel, H.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2017-04-13 10:17:16",http://creativecommons.org/licenses/by-nc/4.0/,,,urn:uuid:79af74bf-13b6-4fa8-b6de-7ab40b30cf15,http://herbarium.biol.sc.edu/floracaroliniana/collections/individual/index.php?occid=262201
262202,USCH,HWR,,cfed3174-14e0-4cec-9fa1-45f84c4e891b,PreservedSpecimen,5e70bbb0-ff6d-11e2-9beb-001c23ce290f,HWR-0002351,102540,,,,,Rosaceae,"Crataegus calpodendron",32673,"(Ehrh.) Medik.",Crataegus,calpodendron,,,"Phipps, J.",,,,,,,"Ravenel, H.",,1871-08-31,1871,8,31,243,,,,,,,,,,fruiting,,,,,,,,,,,,"Rome, GA",,,,,,,,,,,,,,,,,,,,,"2017-04-13 10:17:16",http://creativecommons.org/licenses/by-nc/4.0/,,,urn:uuid:89c013ee-1030-463c-96b7-44a5a62ff5ac,http://herbarium.biol.sc.edu/floracaroliniana/collections/individual/index.php?occid=262202
262203,USCH,HWR,,cfed3174-14e0-4cec-9fa1-45f84c4e891b,PreservedSpecimen,5e70c0f6-ff6d-11e2-9beb-001c23ce290f,HWR-0002352,102657,,,,,Rosaceae,"Crataegus margarettiae",32896,Ashe,Crataegus,margarettiae,,,"Phipps, J.",,,,,,,"Mead, S.",,,,,,,,,,,,,,,,,,,,,,,,"United States",Illinois,,,Illinois,,,,,,,,,,,,,,,,,,,,,"2017-04-13 10:17:16",http://creativecommons.org/licenses/by-nc/4.0/,,,urn:uuid:2cc818d2-baef-4f8b-8cf9-3d28585ac7af,http://herbarium.biol.sc.edu/floracaroliniana/collections/individual/index.php?occid=262203
262204,USCH,HWR,,cfed3174-14e0-4cec-9fa1-45f84c4e891b,PreservedSpecimen,5e70c39e-ff6d-11e2-9beb-001c23ce290f,HWR-0002353,102550,,,,,Rosaceae,"Crataegus marshallii",32897,Egglest.,Crataegus,marshallii,,,"Phipps, J.",,,,,,,"Ravenel, H.",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rome, GA",,,,,,,,,,,,,,,,,,,,,"2017-04-13 10:17:16",http://creativecommons.org/licenses/by-nc/4.0/,,,urn:uuid:df605e35-1449-4afe-ab2d-fc79b2c4b112,http://herbarium.biol.sc.edu/floracaroliniana/collections/individual/index.php?occid=262204
262205,USCH,HWR,,cfed3174-14e0-4cec-9fa1-45f84c4e891b,PreservedSpecimen,5e70c650-ff6d-11e2-9beb-001c23ce290f,HWR-0002354,102549,,,,,Rosaceae,"Crataegus marshallii",32897,Egglest.,Crataegus,marshallii,,,"Phipps, J.",,,,,,,"Ravenel, H.",,1881-04-22,1881,4,22,112,,,,"""No. 8 Museum Coll."" Hanover Swamp, St. John",,,,,,fruiting,,,,,,,,"United States","South Carolina","Berkeley County",,"Hanover Swamp, SC",,,,,,,,,,,,,,,,,,,,,"2017-04-13 10:17:16",http://creativecommons.org/licenses/by-nc/4.0/,,,urn:uuid:69844314-8012-4a1d-a61b-5a2f3c8b00ef,http://herbarium.biol.sc.edu/floracaroliniana/collections/individual/index.php?occid=262205
262206,USCH,HWR,,cfed3174-14e0-4cec-9fa1-45f84c4e891b,PreservedSpecimen,5e70cbaa-ff6d-11e2-9beb-001c23ce290f,HWR-0002355,102552,,,,,Rosaceae,"Crataegus marshallii",32897,Egglest.,Crataegus,marshallii,,,"Phipps, J.",,,,,,,"Ravenel, H.",,1881-04-22,1881,4,22,112,,,,"No. 8 Museum Coll.""""",,,,,,,,,,,,,,"United States","South Carolina","Berkeley County",,"Hanover Swamp, SC",,,,,,,,,,,,,,,,,,,,,"2017-04-13 10:17:16",http://creativecommons.org/licenses/by-nc/4.0/,,,urn:uuid:2a90f807-11ef-4073-bb6c-59f4c8dbb06f,http://herbarium.biol.sc.edu/floracaroliniana/collections/individual/index.php?occid=262206
262207,USCH,HWR,,cfed3174-14e0-4cec-9fa1-45f84c4e891b,PreservedSpecimen,5e70d12c-ff6d-11e2-9beb-001c23ce290f,HWR-0002356,102548,,,,,Rosaceae,"Crataegus marshallii",32897,Egglest.,Crataegus,marshallii,,,"Phipps, J.",,,,,,,"Ravenel, H.",,,,,,,,,,"April margin of swamps",,,,,,flowering,,,,,,,,"United States","South Carolina",,,"South Carolina",,,,,,,,,,,,,,,,,,,,,"2017-04-13 10:17:16",http://creativecommons.org/licenses/by-nc/4.0/,,,urn:uuid:70fca6cb-349a-4cb7-8358-6fa44b478f27,http://herbarium.biol.sc.edu/floracaroliniana/collections/individual/index.php?occid=262207
262208,USCH,HWR,,cfed3174-14e0-4cec-9fa1-45f84c4e891b,PreservedSpecimen,5e70d690-ff6d-11e2-9beb-001c23ce290f,HWR-0002357,102556,,,,,Rosaceae,"Crataegus crus-galli",32719,L.,Crataegus,crus-galli,,,"Phipps, J.",,,,,,,"Ravenel, H.",27,1882-07-06,1882,7,6,187,,,,"Fruitland near Augusta, GA",,,,,,,,,,,,,,"United States",Georgia,"Richmond County",,"Fruitland Nurseries",,,,,,,,,,,,,,,,,,,,,"2017-04-13 10:17:16",http://creativecommons.org/licenses/by-nc/4.0/,,,urn:uuid:ebda4f90-e401-4abf-bd9b-3fe476196ba4,http://herbarium.biol.sc.edu/floracaroliniana/collections/individual/index.php?occid=262208
119153,USCH,HWR,,cfed3174-14e0-4cec-9fa1-45f84c4e891b,PreservedSpecimen,5e70e2f2-ff6d-11e2-9beb-001c23ce290f,HWR-0002358,102554,,,,,Rosaceae,"Crataegus uniflora",33105,Münchh.,Crataegus,uniflora,,,"Phipps, J.",,,,,,,"Ravenel, H.",,1880-07-22,1880,7,22,204,,,,,,,,,,,,,,,,,,"United States","South Carolina","Berkeley County",,"St. Johns",,33.142094,-80.062826,,,,,,,,,,,,,,,,,,"2017-09-01 14:14:56",http://creativecommons.org/licenses/by-nc/4.0/,,,urn:uuid:9f5f8e13-61bc-4feb-ac3e-cd6519154ad0,http://herbarium.biol.sc.edu/floracaroliniana/collections/individual/index.php?occid=119153
